feature	Bacteroides	Unknown	Parabacteroides	Odoribacter	Escherichia-Shigella	Akkermansia	Blautia	Alistipes	[Ruminococcus]_torques_group	Faecalibacterium	[Ruminococcus]_gnavus_group	Streptococcus	Bifidobacterium	Agathobacter	Cetobacterium	Collinsella	Clostridium_sensu_stricto_1	Barnesiella	[Eubacterium]_coprostanoligenes_group	Christensenellaceae_R-7_group	Tannerellaceae	Anaerostipes	[Eubacterium]_hallii_group	UCG-002	Roseburia	Phascolarctobacterium	Ruminococcus	Incertae_Sedis	Dorea	Klebsiella	Prevotella_9	Clostridia_UCG-014	Parasutterella	Dialister	uncultured	Intestinibacter	[Ruminococcus]_gauvreauii_group	Subdoligranulum	Lactobacillus	Lachnoclostridium	Monoglobus	Lachnospira	Alloprevotella	Bilophila	Paraprevotella	Coprococcus	Eisenbergiella	Veillonella	[Eubacterium]_eligens_group	Butyricimonas	Holdemanella	UBA1819	Butyricicoccus	Desulfovibrio	[Eubacterium]_siraeum_group	Fusicatenibacter	Tyzzerella	Erysipelotrichaceae_UCG-003	Colidextribacter	Acidaminococcus	Negativibacillus	CAG-873	Frisingicoccus	[Eubacterium]_xylanophilum_group	Sutterella	Megasphaera	Erysipelatoclostridium	[Clostridium]_innocuum_group	Flavonifractor	Candidatus_Stoquefichus	Rikenellaceae_RC9_gut_group	HT002	Succiniclasticum	Turicibacter	Porphyromonas	Lachnospiraceae_ND3007_group	Faecalitalea	Clostridia_vadinBB60_group	Muribaculaceae	Hungatella	Coprobacter	[Eubacterium]_ventriosum_group	Lachnospiraceae_UCG-001	Erysipelotrichaceae	Adlercreutzia	Mogibacterium	Romboutsia	UC5-1-2E3	CAG-352	Terrisporobacter	UCG-005	Sellimonas	Lachnospiraceae_NC2004_group	Haemophilus	CAG-56	UCG-010	UCG-003	Anaerotruncus	Ligilactobacillus	Proteus	Lachnospiraceae_UCG-004	Prevotella	Gastranaerophilales	Peptococcus	Eggerthella	Family_XIII_AD3011_group	Prevotellaceae_NK3B31_group	RF39	Limosilactobacillus	Actinomyces	Izemoplasmatales	Sarcina	Fusobacterium	Victivallaceae	[Eubacterium]_nodatum_group	Senegalimassilia	[Eubacterium]_ruminantium_group	Clostridioides	Lacticaseibacillus	Weissella	Lachnospiraceae_FCS020_group	Holdemania	DTU089	Victivallis	Family_XIII_UCG-001	Coprobacillus	Ruminiclostridium	Enterococcus	Merdibacter	Hydrogenoanaerobacterium	[Eubacterium]_fissicatena_group	Sanguibacteroides	Anaerostignum	Slackia	Peptoclostridium	Catenibacterium	Granulicatella	Clostridium_sensu_stricto_13	Lactococcus	Eubacterium	Coriobacteriaceae_UCG-003	[Eubacterium]_brachy_group	Lachnospiraceae_UCG-010	Fournierella	Howardella	Prevotella_7	Oscillibacter	Cloacibacillus	Enterorhabdus	Anaerobiospirillum	Megamonas	Rothia	Gordonibacter	Oxalobacter	DTU014	[Clostridium]_methylpentosum_group	Harryflintia	Defluviitaleaceae_UCG-011	NK4A214_group	Catenibacillus	Marvinbryantia	Lachnospiraceae	Succinivibrio	Atopobium	Fenollaria	[Bacteroides]_pectinophilus_group	Anaerofustis	Enterobacter	Staphylococcus	Christensenellaceae	Paludicola	GCA-900066755	Allisonella	Prevotellaceae_UCG-001	UCG-008	Campylobacter	Dielma	Lawsonella	Paeniclostridium	Mailhella	Peptoniphilus	Rikenella	Stomatobaculum	Christensenella	Lachnospiraceae_NK4B4_group	Tuzzerella	Murimonas	Syntrophomonas	Phocea	Muribaculum	Libanicoccus	Faecalicoccus	Succinatimonas	Lachnospiraceae_UCG-003	Pediococcus	Alloscardovia	Olsenella	Solobacterium	Lachnospiraceae_UCG-002	Scardovia	Oscillospira
NW027-2	NA	-2.75357162471195	NA	NA	-2.85053335459904	NA	NA	NA	NA	NA	-1.26122538360192	-6.95831618022898	-9.3429800304643	NA	NA	NA	-2.30304555929655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.29051261057016	NA	-10.0104046913774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.3429800304643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0104046913774	-6.0157184912739	-7.81246531376552	NA	NA	NA	NA	NA	-6.41136700544455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.7804549188629	NA	NA	-6.86904884213189	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.29051261057016	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.3429800304643	NA	NA	-11.5129050319066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.26497751846303	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.94812041312309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW027-3	NA	-3.35935327558217	NA	NA	-4.46201140694591	NA	NA	NA	NA	NA	-0.614703451562087	-7.4548159055417	-9.43344225474914	NA	NA	NA	-4.06215673337348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.58230564066362	NA	NA	NA	NA	NA	-11.6464359780833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.6546564848883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7839395018333	-7.06694860742833	-8.80208684854353	NA	NA	NA	NA	NA	-8.08349978369218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.76157168880482	NA	NA	NA	NA	NA	NA	-9.01840475547029	NA	NA	NA	NA	NA	-6.20500078873988	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.93594259527832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.35098009455716	NA	NA	NA	NA	NA	NA	NA	NA	-9.49115775260542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.298512674663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.298512674663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7839395018333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW027-5	-11.9833499276765	-2.02148685360756	NA	NA	-5.34569000386564	-12.2057423490129	NA	NA	NA	NA	-2.78227622766348	-10.6207798482917	NA	NA	NA	NA	-1.79458448670102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.56941983192359	NA	NA	NA	-10.5427773362905	-8.93272385460649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.85996751217117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.58125148410511	-9.83650853934719	-10.090265131593	NA	NA	NA	NA	NA	-4.373907322128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.4687767548467	-8.3983874269553	NA	NA	-4.71388925268323	NA	NA	NA	-9.50530263087181	NA	NA	NA	NA	NA	-6.42876107599882	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.98334992767646	NA	NA	-7.24381038984643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.62077984829175	NA	NA	NA	NA	NA	NA	NA	NA	-10.3312732310968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3312732310968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.4687767548467	NA	NA	NA	-11.7907048497341	NA	NA	NA	NA	NA	NA	NA	-11.3312732310968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW027-6	-11.8676219525199	-2.80812726573176	NA	NA	-5.17026821425252	NA	NA	NA	NA	NA	-0.637868484809237	-7.93951487100165	-10.9500841127118	NA	NA	NA	-4.3545523702805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5139849979052	NA	-4.36512161199068	NA	NA	NA	-8.99315283460373	-8.14272919065423	-6.47912624069351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.372211036777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.1920569030178	-7.99315283460373	-7.85763786394724	NA	NA	NA	NA	NA	-6.72466399867782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.452584453241	-7.6888187997311	NA	NA	-7.67999494934409	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.36158992102043	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.55373117669792	NA	NA	-11.452584453241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.64522953118342	NA	NA	NA	NA	-10.3371072358211	NA	NA	NA	-9.23019203190457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.5456938576325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1306563583537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.452584453241	NA	NA	NA
NW028-1	-1.01026271661822	-3.84303389753542	-5.27092231526411	NA	-4.62354720737439	-10.2558154228739	-4.57962325097948	NA	-6.71976252263369	-6.46921906098309	-10.1627060184824	-7.44846050081629	-3.17189293932881	-9.11831189912396	NA	NA	NA	NA	-7.35535109642481	NA	NA	-6.84077792359505	-6.34892482726538	NA	-6.9728814596024	NA	NA	NA	-6.00283468170403	NA	NA	NA	NA	-6.26183921050167	-6.92430127915734	-5.10742358298123	NA	-7.57774351776126	-6.46921906098309	-8.07524317723208	-8.1854260949825	-9.9927810170401	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.5777435177613	-9.84077792359505	NA	NA	-7.1854260949825	NA	NA	NA	NA	NA	NA	NA	-5.72391416590416	NA	NA	NA	NA	-9.16270601848242	NA	NA	-6.64700618019837	NA	NA	NA	-8.03342300153745	NA	NA	NA	NA	NA	-10.0752431772321	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.35535109642481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.45534688640153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8407779235951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7032743998451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.57774351776126	NA	NA	NA	NA	NA	NA
NW028-2	-1.24936330283775	-3.44598194071127	-6.27790347099536	NA	-3.33314741296977	-10.6236783078371	-4.26808250018434	NA	-5.70614046802907	-7.06568285471621	NA	-6.03205207683493	-4.56478461878353	-8.50820109041716	NA	NA	NA	NA	-7.33417169064211	NA	NA	-6.1788934651642	-6.28580866908071	NA	-6.83940699889253	NA	NA	-10.6236783078371	-4.45152864128027	NA	NA	NA	NA	-6.1788934651642	-8.30175021294973	-4.52447663012999	NA	-6.23136088505833	-7.83940699889253	-9.03871580711594	-7.9862483872218	-7.28580866908071	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.33417169064211	-10.2086408085583	NA	NA	-7.19369046709228	NA	NA	NA	NA	NA	NA	NA	-6.14974711950468	NA	NA	-12.2086408085583	-10.7936033092794	-8.79360330927941	NA	NA	-7.45375330639478	NA	NA	-12.2086408085583	-6.79360330927941	NA	NA	NA	-9.88671271367089	NA	-10.3341716906421	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.83940699889253	-8.06568285471621	NA	-10.471675214392	NA	NA	NA	NA	NA	-9.62367830783709	NA	NA	NA	NA	NA	NA	NA	-7.64385618977472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7936033092794	NA	-10.6236783078371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.7936033092794	NA	NA	NA	NA	NA	NA	NA	NA	-10.9862483872218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW028-3	-1.51380278297433	-3.2805983815605	-5.48366254196253	NA	-4.1628319709325	NA	-4.76769402909136	NA	-7.09631677655273	-4.82214181311374	NA	-4.57129681628786	-2.99510452519443	-8.56838522086795	NA	NA	NA	NA	-7.43511869000449	NA	NA	-6.01478689105613	-6.52258153125483	NA	-6.43511869000449	NA	-11.5225815312548	NA	-5.78111454485368	NA	NA	NA	NA	-4.69603304396392	-6.50021371822638	-5.79466107669163	NA	-7.37283441175015	-7.27465401781124	-9.93761903053367	-7.37283441175015	-8.03072843492516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.76769402909136	NA	NA	-5.78111454485368	NA	NA	NA	NA	NA	NA	NA	-6.47818741189638	NA	NA	NA	NA	NA	NA	NA	-6.45649234079706	NA	NA	NA	-6.82214181311374	NA	NA	NA	NA	NA	-9.43511869000449	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.52258153125483	NA	NA	NA	NA	NA	NA	NA	NA	-7.37283441175015	NA	NA	NA	NA	NA	NA	NA	-7.85015618928333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0631499126175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW028-4	-1.54677693985448	-3.6502136852916	-7.24430719776489	NA	-3.90734377451625	NA	-4.84481054938182	NA	-5.95292816623713	-5.45870682834781	NA	-6.05768590745026	-3.36422811150616	-4.70116487273836	NA	NA	NA	NA	-6.45870682834781	NA	NA	-6.25811299728992	-6.15119779337341	NA	-7.41939390432298	NA	NA	NA	-4.82412639521008	NA	NA	NA	NA	-5.42327733881021	-5.63212322830871	-5.04566337920105	NA	-7.07590966606917	-5.70116487273836	-9.05166211982249	-8.67315049656876	-9.87108987418067	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6366246205436	-10.1511977933734	NA	NA	-5.85526490701899	-11.3735902147099	NA	NA	NA	NA	NA	NA	-5.80373460637891	NA	NA	NA	-11.6366246205436	-9.71062520198743	NA	NA	-5.48281928446461	NA	NA	NA	-7.45075807523232	NA	NA	NA	NA	NA	-9.87108987418067	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.28612737345952	NA	NA	-9.71062520198743	NA	NA	NA	NA	NA	-9.20366521326754	NA	NA	NA	NA	NA	NA	NA	-7.45075807523232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.07590966606917	-10.2581129972899	NA	NA	NA	NA	-11.6366246205436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW028-5	-2.16780332287709	-3.78846232619385	-8.68391802674009	NA	-1.99263365751728	NA	-4.75941803153819	NA	-5.21416911711728	-6.62806479200657	NA	-4.89018638854646	-3.95170596254452	-6.12449061812607	NA	NA	NA	NA	-6.04920249082183	NA	NA	-5.25588850724192	-5.80256252323871	NA	-7.53952811740491	NA	NA	NA	-4.5831173859526	NA	NA	NA	NA	-5.13742967383357	-4.93749210332482	-4.74697019727539	NA	-6.14394298079224	-9.60991744529631	-9.02495494457516	-8.64644332132142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.68391802674009	-11.1244906181261	NA	NA	-6.93184554018367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4724139215464	-10.6099174452963	NA	NA	-6.79229418778488	NA	NA	NA	-9.76192053874136	NA	NA	NA	NA	NA	-10.9318455401837	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.06148082060027	-10.3468830394625	NA	NA	NA	NA	NA	NA	NA	-8.53952811740491	NA	NA	NA	-10.4724139215464	NA	NA	NA	-9.76192053874136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.53952811740491	NA	NA	-10.4724139215464	NA	NA	NA	NA	NA	NA	-10.0249549445752	NA	NA	NA	NA	NA	NA	-12.3468830394625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6099174452963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3468830394625	NA	NA	NA	NA	-12.3468830394625	NA
NW029-1	-2.26224367744794	-3.75834506441117	-5.52886321828841	-1.63592679419465	-5.82783016473246	-6.23865541272439	-8.1849867479308	-3.57193194018029	-6.04601033478199	-8.72998284133431	NA	NA	NA	-6.41279266545361	NA	-8.12156136778917	NA	-8.9882948369257	-8.8533652568396	-5.77197692999894	-4.80429465027167	NA	-10.2012885602599	-7.00966848771827	NA	NA	-9.07575767817604	-8.43190148840132	-10.9602804607561	NA	NA	-10.9602804607561	NA	NA	-9.07575767817604	NA	-10.1371582228402	NA	NA	NA	NA	NA	-7.48081108888227	-8.01686398912248	-9.13715822284019	NA	-10.2012885602599	NA	-8.70652386851032	-6.1529255386985	NA	-10.5732573376469	NA	-6.56796303797735	-9.41279266545361	NA	NA	NA	NA	NA	-11.3387920840098	NA	-5.30536908247239	NA	NA	NA	NA	NA	-9.70652386851032	-9.30316817427912	NA	NA	-6.20539295859264	NA	-5.25345241465247	NA	-9.80273918376963	-7.56268809593667	NA	NA	-8.96028046075611	NA	NA	-7.97421965171398	-10.9602804607561	NA	NA	NA	-8.2513292427595	NA	NA	NA	-11.4907951774549	NA	NA	NA	NA	NA	-12.6607201788972	NA	NA	NA	-10.4127926654536	NA	-12.3387920840098	NA	NA	NA	NA	NA	-7.96028046075611	NA	NA	-10.5732573376469	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.29439796465138	NA	NA	-11.3387920840098	NA	-11.3387920840098	-11.075757678176	NA	-7.43190148840132	NA	NA	NA	NA	NA	NA	NA	-11.3387920840098	NA	NA	-9.07575767817604	NA	NA	NA	NA	-12.3387920840098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3387920840098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW029-2	-1.54409118028709	-3.93722398623785	-3.96516086274097	-2.49623539281874	-5.874067803948	-6.48704468083875	-9.94647629947605	-3.4822308791057	-7.04525445395422	-8.39008295095166	NA	NA	NA	-7.36151379875489	NA	-9.94647629947605	NA	-8.27905163856292	-9.51037718466937	-6.73015839254928	-5.42291434341903	NA	NA	-6.8841920212217	NA	NA	-10.712011045839	-8.05665921722647	NA	NA	NA	-10.5745075220891	NA	NA	-8.64162171794763	NA	NA	NA	NA	-7.62454820458869	NA	NA	-6.00051613918894	-7.74853692186414	-8.22658421866878	NA	-10.4489766400052	NA	-10.5745075220891	-6.14519589182813	NA	-9.71201104583903	NA	-6.29247215432524	-8.25257942720173	NA	NA	NA	NA	NA	-12.0339391407264	NA	-5.53808411383922	NA	NA	NA	NA	NA	-8.86401413928408	-9.27905163856292	NA	NA	-6.3334994225853	NA	-5.40823029766192	NA	NA	-6.59931091308966	NA	NA	-8.05665921722647	NA	NA	-8.71201104583903	-11.2265842186688	NA	NA	NA	-10.1270485451179	NA	NA	NA	NA	NA	NA	NA	NA	-10.8640141392841	NA	NA	NA	NA	-10.5745075220891	NA	NA	NA	NA	NA	NA	NA	-8.90465612378142	NA	NA	-11.0339391407264	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.60767438602429	NA	NA	NA	NA	-12.0339391407264	-10.4489766400052	NA	-7.98954502136793	NA	NA	NA	NA	NA	NA	NA	-11.712011045839	NA	NA	-10.1270485451179	NA	NA	NA	NA	-12.4489766400052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW029-3	-2.47444062740176	-3.33574648826464	-4.62790025306632	-2.31800417123297	-4.11429891930389	-8.42718187458825	-9.141779655726	-3.26101879194213	-4.85922579917278	-10.9677502559509	NA	NA	NA	-8.49644453702536	NA	NA	NA	-9.42718187458825	-8.16039533389334	-6.31343970853906	-4.68908961496776	NA	NA	-8.78332568481352	NA	NA	NA	-8.49644453702536	NA	NA	NA	-9.141779655726	NA	NA	-8.42718187458825	NA	NA	NA	NA	NA	NA	NA	-7.98423837873952	-8.12340112641114	-9.33971903333791	NA	NA	NA	-9.52029127897973	-6.52029127897973	NA	-8.90361991853123	NA	-5.76184595740307	-10.1052537797009	NA	NA	NA	-10.1792543611447	NA	-11.6198269525306	NA	-4.95957632450525	NA	NA	NA	NA	-12.4271818745882	-8.61982695253064	-8.06962986997016	NA	NA	-6.31865741781008	NA	-3.91641770667035	NA	-9.17925436114466	-9.06962986997016	NA	NA	-9.96775025595095	NA	NA	-6.10075238746594	NA	NA	NA	NA	-10.4271818745882	NA	NA	NA	NA	NA	NA	-11.4271818745882	NA	-9.84221937386709	NA	NA	NA	-8.23735731570823	NA	NA	NA	-10.4271818745882	NA	-10.9677502559509	NA	NA	-11.4271818745882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.78332568481352	NA	NA	-10.8422193738671	NA	-10.2572568731459	NA	NA	-7.75475653261675	NA	NA	NA	NA	NA	NA	NA	-10.1792543611447	NA	NA	-8.38278775522979	NA	NA	NA	NA	-10.7267421564472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.98423837873952	NA	NA	NA	NA	NA	NA	NA	NA	-8.33971903333791	NA	NA	NA	NA	NA	NA	-10.7267421564472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW029-5	-1.59622078610323	-3.60543327857701	-4.65951653394675	-2.94836723158468	-4.47848125531021	NA	-6.09503688072669	-3.2657939342371	-6.46294040441444	-7.70145249111416	-9.17718592208056	NA	NA	-5.92925840863697	NA	-7.50476058010906	NA	-9.04790290513559	-8.71775430344326	-6.76779498594286	-4.85300537546182	NA	-8.71775430344326	-8.1327918027221	NA	NA	-10.5922234213594	-9.04790290513559	-9.31920492695299	NA	NA	-9.65362396602355	NA	NA	-9.1327918027221	NA	-8.27029532647204	NA	NA	-8.92925840863697	NA	NA	-4.87112423265222	-7.96773255645161	-7.91039938138566	NA	NA	NA	-9.17718592208056	-6.40239886247939	NA	-9.00726092063825	-11.5922234213594	-7.12190348657937	-8.56247607796535	NA	NA	NA	NA	NA	NA	NA	-7.18850123530839	-10.0897230808302	NA	NA	NA	-7.66939128188186	NA	-10.0072609206382	NA	NA	-6.08972308083022	NA	-5.44586689105549	NA	-9.36983100002295	-8.92925840863697	NA	-7.11109673162279	-8.36983100002295	-10.270295326472	NA	-8.04790290513559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1771859220806	NA	-10.369831000023	NA	NA	NA	NA	NA	NA	NA	-11.8552578271932	NA	NA	-10.369831000023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.56247607796535	NA	NA	NA	NA	-10.270295326472	-12.5922234213594	NA	-8.27029532647204	NA	NA	NA	NA	NA	NA	NA	-10.369831000023	NA	NA	-10.369831000023	NA	NA	NA	NA	-11.5922234213594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW030-1	-0.80240693610443	-4.40096324394513	-4.78332448759646	-8.32413265871138	NA	-6.15762232168184	-4.60027205216854	-4.59100913083957	-5.29752092846406	-4.18001684361868	NA	NA	NA	NA	NA	NA	NA	NA	-8.59331929152677	-11.0713665883314	NA	-6.27880866820189	-6.81263231993125	NA	-6.33956269928099	NA	-10.1782817922479	NA	-6.70879650894671	-4.59100913083957	NA	NA	NA	-5.88436807353016	-11.2937590096679	-8.79125866913868	-8.26401166627381	-10.878721510389	NA	-7.45245675568692	-8.29375900966786	-9.55679341550166	NA	-8.07136658833142	NA	-10.7087965089467	-8.09736179686436	NA	-11.5567934155017	NA	NA	-10.0713665883314	-9.63079399694544	NA	NA	-8.9718309147805	-7.77019705361085	-10.4192898917517	-8.32413265871138	NA	NA	NA	NA	-11.0713665883314	-8.9718309147805	NA	NA	-11.2937590096679	-6.95985827311443	NA	NA	NA	NA	NA	NA	NA	-10.7087965089467	NA	NA	-10.0713665883314	NA	NA	NA	NA	-8.87872151038902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.70879650894671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1782817922479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4192898917517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.29375900966786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
