feature	Bacteroidaceae	Lachnospiraceae	Tannerellaceae	Enterobacteriaceae	Ruminococcaceae	Marinifilaceae	Rikenellaceae	Akkermansiaceae	Oscillospiraceae	Streptococcaceae	Prevotellaceae	Bifidobacteriaceae	Fusobacteriaceae	Clostridiaceae	Barnesiellaceae	Peptostreptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Veillonellaceae	[Eubacterium]_coprostanoligenes_group	Christensenellaceae	Erysipelotrichaceae	Unknown	Lactobacillaceae	Sutterellaceae	Desulfovibrionaceae	Erysipelatoclostridiaceae	Clostridia_UCG-014	Monoglobaceae	Muribaculaceae	Butyricicoccaceae	Eggerthellaceae	Anaerovoracaceae	Coriobacteriales_Incertae_Sedis	Porphyromonadaceae	Clostridia_vadinBB60_group	Pseudomonadaceae	uncultured	Peptococcaceae	Pasteurellaceae	UCG-010	Morganellaceae	Gastranaerophilales	Victivallaceae	RF39	Actinomycetaceae	Izemoplasmatales	Hungateiclostridiaceae	Enterococcaceae	Atopobiaceae	Oscillospirales	Puniceicoccaceae	Selenomonadaceae	Succinivibrionaceae	Carnobacteriaceae	Eubacteriaceae	Synergistaceae	Micrococcaceae	Family_XI	Oxalobacteraceae	DTU014	[Clostridium]_methylpentosum_group	Defluviitaleaceae	Anaerofustaceae	Staphylococcaceae	Campylobacteraceae	Corynebacteriaceae	Syntrophomonadaceae
NW023-4	-2.02888017507569	-2.94980161175906	-3.41982163681463	-8.83991075527669	-4.84544186124992	-1.82731471887705	-5.32533758244693	-9.64726567733429	-5.95079486139615	NA	NA	NA	NA	-9.0283558446898	-9.24516723376295	-10.8696580986707	NA	-5.62489786430584	NA	-8.187834058697	-4.33049928756271	-7.37780500234107	-6.64726567733429	NA	-10.8696580986707	-7.4546205993919	-6.84729028564229	-5.93498434654868	-8.13269250450454	-9.0283558446898	NA	-6.42671460282201	-9.50042428900502	NA	NA	-7.9951889807546	NA	-7.9788871684255	-9.4546205993919	NA	-6.90003174771426	NA	-10.5477300037834	-10.9951889807546	-7.63444163697671	NA	-9.24516723376295	NA	NA	NA	-9.20669308594831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8696580986707	NA	NA	NA	NA
NW023-6	-2.13802987993162	-2.70557651546802	-5.48330984658673	-4.47728605895896	-5.38136163896043	-5.5107325420521	-3.1132973592387	-1.95137379821561	-6.2092509720668	-11.7992141538463	NA	NA	NA	-10.2142516531252	-4.33160860376333	-9.09877443570523	-6.78426381238035	-6.60281694104282	NA	-10.7992141538463	-6.90844322360108	-10.2142516531252	NA	NA	NA	-9.74032046479276	-8.11739011387258	-5.74393171834513	-8.95791189986538	NA	-9.4299803441806	-12.0622485596801	-8.74032046479276	NA	NA	NA	NA	-7.28614457160695	-10.1362491411239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.0622485596801	NA	NA	NA	NA
NW025-1	-1.47387864931892	-3.1099082349144	-3.65858982014094	-5.93121027480393	-4.27494274000964	-4.64669614155969	-3.63725129577524	-3.2061235501737	-4.61622378933542	-10.3120320587449	NA	NA	NA	NA	-5.11563484594136	-9.25313836969129	-6.33475213524495	-6.44578344763369	NA	-8.80953171821568	-6.12881023468909	-8.76771154252105	NA	NA	NA	-9.50467713668726	-8.9901039638575	-5.79896247650549	-9.19655484132493	NA	-10.896994559466	-9.37343260340901	-8.28228471535081	NA	NA	NA	-12.3120320587449	-9.03901356433845	-8.85260044010757	NA	NA	NA	-10.4375629408287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.5750664645787	NA	NA	NA	NA	NA	NA	NA
NW025-2	-2.04291877697247	-2.4896617030788	-3.84772701691973	-5.78282249378737	-3.45102134041314	-5.9675285389362	-3.8364370037005	-3.10204420565241	-4.78902764331407	-10.839653716384	NA	NA	NA	NA	-4.67546508449087	-9.74011804283313	-5.13921399824295	-5.44733629360528	NA	-8.12344668238463	-6.63578138301839	-8.4375552728127	NA	NA	NA	-8.55954579719131	-7.53848418166348	-5.71037069943908	-7.91908818387845	NA	-9.06204613772049	NA	-8.18757701980435	NA	NA	NA	NA	-7.49726151893696	-9.32508054355428	NA	NA	NA	-6.80151858749727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6470086384416	NA	NA	NA	NA	NA	NA	NA
NW025-3	-1.20953240844044	-2.61002020179575	-3.89842426254357	-7.3632541851067	-5.43178556677752	-4.94914655697889	-3.7944949091616	-3.32744890696278	-6.3193108375191	-10.9631670272938	NA	NA	NA	NA	-4.13344429220777	-11.9631670272938	-7.5202235314451	-6.54531451240793	NA	-9.71523951385024	-7.89707783683606	NA	NA	NA	NA	-9.50373540865653	-9.15581210523622	NA	-7.71523951385024	NA	-9.71523951385024	-10.5037354086565	-9.26272730915274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9631670272938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW025-4	-1.32717678734136	-2.72758175576736	-5.49831108897257	-8.4606967971728	-4.80669265202199	-6.38828830164474	-3.65789536140203	-2.75374377207303	-5.41373331820221	-10.7408047163655	NA	NA	NA	NA	-4.77667016892254	-9.05630654209346	-6.4713440413723	-5.92977413616453	NA	-8.90430344864841	-6.08872801978584	-8.07242620745674	-11.963197137702	NA	NA	-10.2262315435358	-9.59396332803626	-5.83048321535674	-8.90430344864841	NA	-8.96319713770198	-11.0887280197858	-6.50376551906468	NA	NA	-10.2262315435358	NA	-8.82023918385994	-10.3782346369808	NA	NA	NA	NA	NA	NA	-12.2262315435358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.963197137702	NA	NA	NA	NA	NA	NA	NA
NW026-1	-2.93129324439824	-1.31344692031542	-4.51380009339308	-5.65602216604555	-3.39515559689446	-4.9686386007299	-4.03786818559044	-11.4504380323957	-5.8805824240647	-5.57699391988028	-5.44481348320177	-12.8654755316745	NA	-11.8654755316745	-5.01998548073012	NA	-7.00749453654692	-5.20488532613997	NA	-5.58935112640026	-7.36297519114531	-10.3629751911453	-8.12850993750829	-5.89201731912699	-6.37897566983903	-8.54354743678713	-9.8654755316745	-9.28051303095334	-6.82108141231604	NA	-8.04104709625795	-8.83572818828045	-11.1285099375083	NA	NA	NA	NA	-10.2805130309533	NA	-7.49624172200878	NA	NA	-10.9910064137584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1285099375083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW026-2	-1.72328617318728	-1.61886739457097	-4.29380403517631	-5.04796338154737	-3.54661969548637	-7.10816801575328	-4.76993810853682	NA	-5.02844082328255	-6.7221095834462	-5.24117014726828	-10.9826371336694	NA	NA	-6.77318376804047	NA	-6.79941530961365	-5.08781937036148	NA	-7.30081309369568	-9.17528221161182	NA	-9.76024471233297	-8.35814626876163	-5.55079134670403	-8.35814626876163	NA	NA	-8.52320551503213	NA	-9.17528221161182	-8.98263713366942	-11.9826371336694	NA	NA	NA	NA	-10.1081680157533	NA	-8.92374344461586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW026-3	-2.29249279169634	-1.30234526971772	-5.20006859037682	-3.49148025874112	-3.68173082154313	-7.7279204545632	-5.63697424331261	NA	-6.22425805594389	-5.07225496249884	-6.02900176454496	-11.3327825127221	NA	NA	-6.40204517515917	NA	-6.18982455888002	-6.02292725013527	NA	-5.91774501344322	-9.83028217219288	NA	-7.21730529530212	-8.78846199649825	-5.9404650899433	-8.70829164781427	-10.5958169185559	NA	-6.66035717075056	NA	-7.34788940511227	-9.52542759066446	NA	NA	NA	NA	NA	NA	NA	-7.0108544178347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.3327825127221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW026-4	-1.61560287728572	-1.745933121435	-4.33628338786443	-4.5097089600526	-3.9645822967276	-7.11304999008861	-5.62546290041208	NA	-5.57943436936768	-5.81759410656244	-5.46234969212586	NA	NA	-5.5014318573664	-7.91536932224892	NA	-8.4655664048094	-5.09799564436632	-9.95099323197964	-7.04410263637112	-9.31872501648013	NA	-8.08309676798699	-8.44003131270226	-4.97830057797538	-8.91536932224892	-9.95099323197964	NA	-7.01553348417435	NA	-8.34218398930412	NA	NA	NA	NA	NA	NA	-8.14363830992204	NA	-7.60049598489551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW026-5	-1.22104848569697	-1.86795875018539	-3.70109237367852	-5.73386457339545	-4.63917759089064	-7.45097385573002	-5.22784026045438	NA	-6.41509681940142	-6.89748958648203	-6.20797115471828	-11.9849524277324	NA	-7.20359271420771	-5.8764279709542	NA	-6.35559580765276	-5.83859589742846	-12.5699149284535	-6.39498924595284	-9.04635297239651	-11.7625600063959	-8.54754711542507	-10.1104833098162	-6.13946237678799	-9.71193393332595	-8.46139047167535	NA	-8.84199447389032	NA	-9.9260587386788	-9.81502742629005	NA	NA	NA	NA	NA	NA	NA	-9.76256000639592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW027-1	-11.2028772877676	-1.93033721984242	NA	-2.34561399187095	-9.12195729238405	NA	NA	-13.9033170059087	NA	-4.10971369662931	NA	-8.7134924470287	-10.259460816134	-2.08373663075371	NA	-4.28952754143613	NA	NA	-5.58364488496172	NA	NA	-4.74218512292441	-5.73088949726323	-12.0959620838511	NA	NA	-4.01838335795895	NA	NA	NA	NA	NA	-9.77403398896375	NA	NA	NA	NA	NA	NA	NA	NA	-5.83992192462021	NA	NA	NA	-6.74344566913033	NA	NA	-6.55458885167764	-9.02067395654687	NA	NA	NA	NA	-7.2959866921591	NA	NA	-8.20287728776762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW027-2	NA	-0.946058173448003	NA	-2.5630783211475	-9.29051261057016	NA	NA	NA	NA	-6.95831618022898	NA	-9.3429800304643	-11.5129050319066	-2.25198549824371	NA	-4.63230112781837	NA	NA	-7.13208324796568	NA	NA	-5.94812041312309	NA	NA	NA	NA	-6.0157184912739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.29051261057016	NA	NA	NA	-9.3429800304643	NA	NA	-8.26497751846303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW027-3	NA	-0.513468959883304	NA	-2.57375522592563	NA	NA	NA	NA	NA	-7.4548159055417	NA	-9.43344225474914	NA	-3.98045412623732	NA	-6.08349978369218	NA	NA	-6.61401450039096	NA	NA	-7.39850846463975	-8.67960284201853	NA	NA	NA	-7.06694860742833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.01840475547029	NA	-6.20500078873988	NA	NA	NA	-9.93594259527832	NA	NA	-9.35098009455716	-11.298512674663	NA	NA	NA	NA	-9.49115775260542	NA	NA	-11.298512674663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW027-5	-11.9833499276765	-2.52274776533122	NA	-1.45057657603347	NA	NA	NA	-12.2057423490129	NA	-10.6207798482917	NA	NA	-7.24381038984643	-1.73966588761665	NA	-3.82419939782832	NA	NA	-6.9019616008358	NA	NA	-4.34672530713281	-8.19079200754693	NA	NA	NA	-9.83650853934719	NA	NA	NA	NA	NA	-11.4687767548467	NA	NA	NA	-9.98334992767646	NA	NA	-9.50530263087181	NA	-6.42876107599882	NA	NA	NA	-9.98334992767646	NA	NA	-9.62077984829175	-12.4687767548467	NA	NA	-8.93272385460649	NA	-10.3312732310968	NA	NA	-11.3312732310968	NA	NA	NA	NA	NA	NA	NA	-11.3312732310968	NA	NA
NW027-6	-11.8676219525199	-0.443630673714826	NA	-3.36512161199068	-10.5139849979052	NA	NA	NA	NA	-7.93951487100165	NA	-10.9500841127118	-11.452584453241	-4.31388600955219	NA	-4.3633546858165	NA	NA	-5.84033026085213	NA	NA	-6.1733608093079	-8.92902249718401	NA	NA	NA	-7.99315283460373	NA	NA	NA	NA	NA	-11.452584453241	NA	NA	NA	NA	NA	NA	NA	NA	-6.36158992102043	NA	NA	NA	-7.55373117669792	NA	NA	-9.64522953118342	-9.5456938576325	NA	NA	-8.14272919065423	NA	-9.23019203190457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW028-1	-1.01026271661822	-2.46573849224813	-5.27092231526411	-4.57211896856738	-5.55907967349622	NA	NA	-10.2558154228739	-5.6430697656392	-7.44846050081629	NA	-3.17189293932881	NA	NA	NA	-5.10742358298123	NA	NA	-6.26183921050167	-7.35535109642481	NA	NA	NA	-4.53334939840281	NA	NA	NA	NA	-8.1854260949825	NA	-9.84077792359505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW028-2	-1.24936330283775	-2.01758159402659	-6.27790347099536	-3.24960485914487	-4.58414994365046	NA	NA	-10.6236783078371	-5.26222184876309	-6.03205207683493	NA	-4.56478461878353	NA	NA	NA	-4.52447663012999	NA	NA	-6.1788934651642	-7.33417169064211	NA	-10.7936033092794	NA	-5.77679502159285	NA	NA	-12.2086408085583	NA	-7.9862483872218	NA	-10.2086408085583	-9.9862483872218	NA	NA	-12.2086408085583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW028-3	-1.51380278297433	-2.08639053577341	-5.48366254196253	-4.08171236364396	-4.36271019447644	NA	NA	NA	-6.27465401781124	-4.57129681628786	NA	-2.99510452519443	NA	NA	NA	-5.79466107669163	NA	NA	-4.69603304396392	-7.43511869000449	NA	NA	NA	-4.91155673394748	NA	NA	NA	NA	-7.37283441175015	NA	-8.76769402909136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW028-4	-1.54677693985448	-1.93549146569568	-7.24430719776489	-3.80753617653876	-4.8474170451963	NA	NA	NA	-5.6502136852916	-6.05768590745026	NA	-3.36422811150616	NA	NA	NA	-5.04566337920105	NA	NA	-5.42327733881021	-6.45870682834781	NA	-11.6366246205436	NA	-3.6032016190062	NA	NA	-11.6366246205436	NA	-8.67315049656876	NA	-10.1511977933734	-11.6366246205436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW028-5	-2.16780332287709	-2.07970621199643	-8.68391802674009	-1.90809118688426	-4.83381345722315	NA	NA	NA	-7.09895552601893	-4.89018638854646	NA	-3.94742708138253	NA	NA	NA	-4.74697019727539	NA	NA	-5.13742967383357	-6.04920249082183	NA	-10.4724139215464	NA	-4.4909763725728	NA	NA	-10.4724139215464	NA	-8.64644332132142	NA	-11.1244906181261	-9.53952811740491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3468830394625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW029-1	-2.26224367744794	-3.808190669493	-3.28350964850865	-5.6218011896049	-6.10613132721956	-1.54958450866249	-3.57193194018029	-6.23865541272439	-5.32756482858658	NA	-7.08329135086145	NA	NA	NA	-7.97421965171398	NA	-8.12156136778917	-6.20539295859264	NA	-8.8533652568396	-5.77197692999894	-7.51097305939252	NA	-12.6607201788972	NA	-6.09086457056625	-9.30316817427912	-10.9602804607561	NA	NA	NA	-10.4907951774549	NA	NA	-5.25345241465247	-7.56268809593667	NA	NA	NA	NA	NA	NA	-10.4127926654536	-7.1529255386985	NA	NA	-7.96028046075611	-11.3387920840098	NA	-12.3387920840098	-11.075757678176	-9.07575767817604	NA	NA	NA	-11.3387920840098	-12.3387920840098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW029-2	-1.54409118028709	-3.97054405943788	-3.14824276738699	-5.63733435954453	-6.18219009931033	-2.35621949908538	-3.4822308791057	-6.48704468083875	-5.24277625217137	NA	-5.72105618544203	NA	NA	NA	-7.16357442114298	NA	-9.94647629947605	-6.3334994225853	NA	-9.51037718466937	-6.73015839254928	-8.57450752208909	NA	NA	NA	-5.80993746652828	-9.27905163856292	-10.5745075220891	NA	NA	NA	-11.2265842186688	NA	NA	-5.40823029766192	-6.59931091308966	NA	NA	NA	NA	NA	NA	-10.5745075220891	-6.54208604439671	NA	NA	-8.90465612378142	NA	NA	NA	-10.4489766400052	-8.64162171794763	NA	NA	NA	-11.712011045839	-12.4489766400052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW029-3	-2.47444062740176	-3.3841545909937	-3.072932492643	-3.8668490403758	-6.53843862568999	-2.21043601639294	-3.26101879194213	-8.42718187458825	-5.03916458924311	NA	-6.3937588730508	NA	NA	NA	-8.67229437242478	NA	NA	-6.31865741781008	NA	-8.16039533389334	-6.21286275378748	-5.85353468709492	NA	NA	NA	-5.47589715962127	-8.06962986997016	-9.141779655726	NA	NA	NA	-12.4271818745882	-10.4271818745882	NA	-3.91641770667035	-9.06962986997016	NA	-12.1052537797009	-11.1052537797009	NA	-11.4271818745882	NA	NA	-9.78332568481352	-10.9677502559509	-8.90361991853123	-11.4271818745882	-10.8422193738671	NA	NA	NA	-9.03486445180948	NA	NA	NA	-10.1792543611447	-10.7267421564472	NA	-7.55681715500484	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW029-5	-1.59622078610323	-3.3966461546086	-3.24054798307799	-4.17577772768775	-6.22298961169368	-2.76991815783583	-3.2657939342371	NA	-5.91509107671038	NA	-4.70551070768851	NA	NA	NA	-7.66939128188186	NA	-7.50476058010906	-6.08972308083022	NA	-8.71775430344326	-6.76779498594286	-6.50476058010906	NA	NA	NA	-6.42229841991709	-10.0072609206382	-9.65362396602355	NA	NA	-11.5922234213594	-11.5922234213594	NA	NA	-5.44586689105549	-8.92925840863697	NA	NA	NA	NA	NA	-10.369831000023	NA	-8.56247607796535	-11.8552578271932	NA	-10.369831000023	NA	NA	NA	-12.5922234213594	-9.42229841991709	NA	NA	NA	-10.369831000023	-11.5922234213594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW030-1	-0.80240693610443	-2.62783097466568	-4.78332448759646	-4.53664684238988	-4.05694752841845	-8.32413265871138	-4.59100913083957	-6.15762232168184	-5.22051002763723	NA	NA	NA	NA	NA	NA	-8.79125866913868	NA	NA	-5.88436807353016	-8.59331929152677	-11.0713665883314	-8.45245675568692	-10.878721510389	NA	-8.9718309147805	-8.07136658833142	-10.4192898917517	NA	-8.29375900966786	NA	-9.63079399694544	-8.87872151038902	-10.1782817922479	NA	NA	NA	NA	NA	-11.2937590096679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW030-2	-1.03812377985148	-2.22663564510379	-4.53966733950275	-5.14397518994334	-3.29423152795815	-7.66304975500804	-5.13055467418102	-6.02746118121691	-5.61865563564958	NA	NA	NA	NA	NA	NA	-8.18500245820339	NA	NA	-5.49886112311487	-7.915815825388	-11.4704046770656	-7.97855158073596	NA	NA	-8.66304975500804	-8.26095131143669	-10.0109730584283	-10.4704046770656	-7.915815825388	NA	-7.88544217634448	-7.11285267244756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW030-4	-1.11161199061791	-2.77932659015299	-4.78146338892558	-5.06055339017523	-5.05709783153901	-7.833719626057	-4.11340527244096	-2.60837388733121	-5.20603625035123	NA	NA	NA	NA	NA	NA	-7.76445696361989	NA	NA	-5.96355706369959	-8.27260386729021	-11.4425288687325	-7.49767042292499	NA	NA	-9.95710204156229	-7.90647596849232	-11.1794944628987	NA	-9.44252886873253	NA	-9.67699412236955	-8.30502534498259	-10.3050253449826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW030-5-1	-0.781841402734616	-3.01044869385421	-4.02372105094725	-4.57964387871705	-3.85646523628092	-7.40276611663297	-4.34331765155223	-6.66857760713734	-5.51824333405291	NA	NA	NA	NA	NA	NA	-9.01574299352372	NA	NA	-6.93328083333175	-8.43078049280257	-9.05881171541561	-8.45934964499934	NA	NA	-7.25771578382969	-7.76335583188944	NA	NA	-10.0157429935237	NA	NA	-8.67694108007196	-9.7812777398867	NA	NA	-10.6437742161368	NA	NA	NA	NA	-11.1032058347741	NA	NA	NA	NA	NA	NA	-10.6437742161368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW030-5-2	-1.1531343021601	-2.6910205658087	-4.45006061311333	-7.05421667906779	-5.8226526118331	-7.65211823549645	-4.35179659679846	-2.8049338860122	-6.54868864584104	-9.46925417834664	-6.46069216484321	-10.6916465996831	NA	NA	NA	-6.25424128737579	NA	NA	-8.02868158696066	-8.65211823549645	-8.65211823549645	-7.17507107394218	-12.2766091004042	NA	NA	-8.81717748176695	-8.46925417834664	NA	-8.65211823549645	NA	NA	-7.10668409896193	-8.16113188298431	NA	-4.33997116140167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.539643506238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.5947850604305	NA	NA	NA	NA	NA	NA	-10.0542166790678	NA	NA
NW030-6	-0.782618344584373	-3.29491323852805	-5.1575536891349	-6.18958254332753	-3.41799875229175	-8.87829296888652	-4.94880094434087	-4.09555334608316	-5.04673569850329	-11.8042923874427	NA	NA	NA	NA	NA	-10.1262204823301	NA	NA	-5.17202417194323	-8.48236429255538	-8.91676711670116	-7.28073043138573	-10.425780764189	NA	NA	-9.08182636297165	NA	NA	-9.87829296888652	NA	-10.9562954808878	-6.57163163065247	-8.42578076418901	NA	-11.5412579816089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.5412579816089	NA	NA	NA	NA
NW031-1	-1.62185793531232	-3.20214634109721	-3.8728687904743	-6.87992354800825	-4.96488388205542	-5.30126103564283	-5.7110466359988	-9.49345520092618	-5.25161501736151	-1.71498376672634	-6.68610027886857	-9.55234888997975	NA	NA	-7.92785802507195	NA	-9.43687167255981	NA	-6.1373113907009	-6.53739854851377	-6.68610027886857	-9.88938387725732	-8.61374943464389	NA	-7.88938387725732	-9.09291727134245	-9.27933039557333	-11.5523488899797	-9.04984854945056	NA	-10.5523488899797	-10.1373113907009	-7.27933039557333	-9.55234888997975	NA	-8.09291727134245	NA	-9.00802837375593	-10.9673863892586	NA	-10.9673863892586	NA	NA	NA	NA	NA	NA	-11.8153832958135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW031-2	-2.04072454614494	-3.06178616167277	-4.20145451938711	-7.05349002011767	-4.75021198233798	-4.11431521281372	-5.5880546681349	-4.21249560675262	-4.58566015299452	-1.98917986055849	-6.68212299249581	-9.73421150364426	NA	NA	-7.49974625000724	NA	-8.46412234027652	NA	-5.68212299249581	-6.3138797046959	-5.38704611725788	-10.3622427262573	-7.77728022553615	-10.8216743448946	-6.98878433072986	-9.73421150364426	-8.32982124856493	NA	-8.3954095901925	NA	-8.77728022553615	-9.49974625000724	-7.29811238883759	-10.2367118441734	NA	-7.98878433072986	NA	-9.73421150364426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW031-3	-1.69417154053615	-3.38482420575651	-3.31388605975289	-8.14593214582051	-5.38039739945754	-3.85683544340053	-4.42894125141558	-6.08703845676695	-4.76511036187958	-2.66965848079392	-10.4678602407079	-9.52926078537202	NA	NA	-6.06413805465687	NA	-8.40896655165431	NA	-7.94429828465087	-6.27803568182786	-4.1474357364109	-9.66050531865027	-7.98673355097126	NA	-8.59339112279174	-8.73089464654167	-8.84336937580008	-13.052822741429	-10.4678602407079	NA	NA	-9.88289773998672	-7.88289773998672	-10.8828977399867	NA	-5.26165985287402	NA	NA	-10.7308946465417	NA	-9.9653599001787	NA	NA	NA	NA	NA	NA	-10.4678602407079	NA	NA	-8.69527073681095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW031-4	-1.7620534868255	-3.55590970732089	-3.03072843492516	-6.86546924477784	-5.31013191316596	-4.79675649469382	-4.54002666571424	-4.13555840814558	-5.73116815306625	-2.25435445620071	NA	-8.55059590742443	NA	NA	-5.96092640402574	NA	-7.44166153587126	NA	-7.23433656262376	-6.72317536231272	-5.57196955821699	-8.83070382661716	-8.90109315450856	NA	-10.0530962479536	NA	-9.46813374723245	-10.9010931545086	-10.6380587486748	NA	NA	-8.79675649469382	-6.18410226010362	-9.26882493900905	NA	-6.79675649469382	NA	-10.7635896307586	-10.6380587486748	NA	-11.9010931545086	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.36504025426835	NA	NA	NA	NA	-10.4156663273383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW031-5	-1.6673436625053	-4.79843199740949	-3.58592673098441	-7.96262062930266	-5.54115686086438	-4.1713026706082	-4.42124739712919	-2.17347517081141	-5.01731615008891	-3.77656536072062	-10.5475831300238	-10.5475831300238	NA	NA	-4.40803177762502	NA	-6.92867329737932	NA	-8.12611936158554	-8.52204803791668	-5.57686092254606	-8.92867329737932	-8.26747521083108	-11.5475831300238	-10.1070105386378	-7.9798986207345	-9.60005054991795	-10.6544983339403	NA	NA	NA	-8.4480474564729	-6.46012028877348	NA	NA	-11.0330099571941	NA	-12.0330099571941	-11.5475831300238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0330099571941	NA	NA	NA	NA	NA	-10.4480474564729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
