Taxa_Name	NW001_3_all	NW002_2_all	NW003_3_all	NW005_3_all	NW006_3_all	NW007_2_all	NW008_1_all	NW010_2_all	NW011_2_all	NW012_3_all	NW013_3_all	NW014_1_all	NW015_3_all	NW016_1_all	NW016_2_2_all	NW016_5_all	NW018_3_2_all	NW019_3_all	NW020_3_all	NW021_3_all	NW022_4_all	NW023_3_all	NW025_3_all	NW026_3_all	NW027_2_all	NW028_3_all	NW029_3_all	NW030_2_all	NW031_3_all	NW032_3_all	NW033_2_all	NW034_3_all	NW035_2_all	NW036_3_all	NW038_3_all	NW040_3_all	NW041_2_all	NW042_3_all	NW043_3_all	NW044_1_all	NW045_3_all	NW046_5_all	NW047_4_all	NW048_5_1_all	NW049_3_all	NW050_3_all	NW051_3_all	NW052_2_all	NW053_3_all
GGB3463	0	0	0	0	0	0	0	0	0	0	0.4944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05887	0	0	0	0
GGB3534	0	0	0	0	0	0	0	0	0	0	0.44319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3444	0	0	0	0	0	0	0	0	0	0	0.36031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01419	0	0	0	0
GGB52130	0	0	0	0	0	0	0	0	0	0	0.35208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3678	0	0	0	0	0	0	0	0	0	0	0.24257	0	0	0	0	0	0	0	0	0	0	0	0.00806	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04053	0	0	0	0	0	0	0	0	0	0	0	0
GGB9619	0	0	0	0	0	0	0	0	0	0	0.23995	0	0.03009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03686	0	0	0	0
GGB9452	0	0	0	0	0	0	0	0	0	0	0.22495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9818	0	0	0	0	0	0	0	0	0	0	0.16169	0.20044	0	0	0	0	0	0	0	0	0	0.06305	0.09659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13748	0	0	0	0	0.00834	0	0
GGB3034	0	0	0	0	0	0	0	0	0	0	0.14061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09893	0	0	0	0	0.04283	0	0	0	0	0	0	0	0	0	0.14076	0	0	0	0.06349	0	0	0
GGB9210	0	0	0	0	0	0	0	0	0	0	0.10591	0	0	0	0.09943	0	0	0.16744	0	0.02621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16982	0	0	0	0	0	0.20327	0	0	0	0	0.01764	0	0
GGB3424	0	0	0	0	0	0	0	0	0	0	0.07873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB42689	0	0	0	0	0	0	0	0	0	0	0.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB34900	0	0	0	0	0	0	0	0	0	0	0.02924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09047	0	0	0	0	0.03385	0	0	0	0	0	0	0
Monoglobus	0	0	0	0	0	0	0	0	0	0	0.02878	0	0	0.07246	0	0	0	0	0.09409	0	0.06296	0.23662	0	0	0	0	0	0.11752	0	0.03331	0.03364	0	0	0.06113	0	0	0.08056	0.07355	0	0	0.13513	1.36496	1.33711	0	0.02472	0	0	0	0
Massilicoli	0	0	0	0	0	0	0	0	0	0	0.01969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2805	0	0	0	0	0	0.12259	0	0	0	0	0.64441	0	0	0	0.67417	0	0	0	0	0	0	0
GGB74505	0	0	0	0	0	0	0	0	0	0	0.0148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9611	0	0	0	0	0	0	0	0	0	0	0.00527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1332	0	0	0	0	0	0	0	0	0	0	0	0.41328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3265	0	0	0	0	0	0	0	0	0	0	0	0.33137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9641	0	0	0	0	0	0	0	0	0	0	0	0.0307	0	0	0.03333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02094	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Neoanaerotignum	0	0	0	0	0	0	0	0	0	0	0	0.00441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB5980	0	0	0	0	0	0	0	0	0	0	0	0	2.42342	0	0	0	0	0	0	0	0	0	0	0.2811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3365	0	0	0	0	0	0	0	0	0	0	0	0	1.78422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4571	0	0	0	0	0	0	0	0	0	0	0	0	0.90522	1.6117	0	1.05881	0	0	0	0	0	0	0.41877	0	0	0	0	0	0	0	0	0	0	0	2.61486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9819	0	0	0	0	0	0	0	0	0	0	0	0	0.71822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30479	0	0	0.15702	0.05449	0	0	0	0	0	0	0	0	0
GGB4549	0	0	0	0	0	0	0	0	0	0	0	0	0.63289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94489	0	0	0	0	0	0	0	0	0
GGB1420	0	0	0	0	0	0	0	0	0	0	0	0	0.31782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12044	0	0	0	0	0.15006	0	0	0	0	0	0	0	0	0
GGB4683	0	0	0	0	0	0	0	0	0	0	0	0	0.24456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60048	0	0	0	0	0.76272	0	0	0	0	0	0	0	0	0
GGB47150	0	0	0	0	0	0	0	0	0	0	0	0	0.11796	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Neochristensenella	0	0	0	0	0	0	0	0	0	0	0	0	0.10727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9502	0	0	0	0	0	0	0	0	0	0	0	0	0.09407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13168	0	0	0	0	0	0	0.02869	0	0	0	0.03775	0	0	0.07927	0.01239	0	0	0	0	0.02459	0
GGB4569	0	0	0	0	0	0	0	0	0	0	0	0	0.08945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74567	0	0.10675	12.76236	0	0	0	2.21137	0	0	0	0	0	0	0	0	0
Marvinbryantia	0	0	0	0	0	0	0	0	0	0	0	0	0.08298	0.84675	0	0.47821	0	0	0	0	0	0.0983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB2970	0	0	0	0	0	0	0	0	0	0	0	0	0.03872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01825	0	0	0	0	0	0	0	0	0	0
GGB9261	0	0	0	0	0	0	0	0	0	0	0	0	0.03429	0	0	0	0	0	0	0	0	0.20451	0	0	0	0	0	0	0	0	0	0	0.36067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3032	0	0	0	0	0	0	0	0	0	0	0	0	0.02231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drancourtella	0	0	0	0	0	0	0	0	0	0	0	0	0.01481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Victivallis	0	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05503	0	0	0	0	0	0	0	0	0.01266	0	0	0.5127	0.11799	0	0	0	0	0	0	0.33358	0	0
Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	12.59982	0	0.08146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03259	0	0	0	0	0	0	0	0	0
GGB6006	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99794	0	0.27619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501	0	0	0	0	0	0.05511	0	0.91295	0	0	0	0	0
GGB9512	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30275	0	0.24736	0	0	0	0.15668	0.78941	0	0	0	0	0	0	0	0.00463	0	0	0.15981	0.76833	0	0.52842	0.06973	0	0	0.58511	0.0584	0	0	0	0.3553	0	0	0.02612	0	1.35076
GGB42900	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29064	0	0.11261	0	0	0	0	0	0	0	0	0	0	0.11088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9580	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24273	0	0.19581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3441	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB58158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154	0	0	0	0	0	0	0
Cloacibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78627	0	0	0.95866	0	0	0.02959	0	0	0	0	0	3.1902	0	0	0	0	0	6.95961	0	0	0.03073	0	0.12343	0.80681	0.22393	0	0	0	0	0	0	1.23685	0	0
GGB1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62421	0	0	0.51863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12971	0	0	0.17234	0	0	0	0	0	0	0	0	0	0	0.1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09161	0	0	0.03469	0	0	0	0.01334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB28317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10921	0	0	0.03858	0	0	0	0	0.02306	0	0	0	0	0	0	0	0	0
GGB9621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Pararuminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02639	0	0	0	0.03216	0	0.08356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234	0	0	0	0	0.02624	0	0	0	0	0	0	0
Methanobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01981	0	0	0.02277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Cryptoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00758	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04953	0	0	0	0	0	0	0	0	0	0	0	0	0.12407	0	0	0	0	0	0	0
Candidatus_Neoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00438	0	0	0	0	0	0	0.01088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Stoquefichus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB42639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08926	0	0	0	0
GGB3817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13366	0	0	0	0.14976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07173	0	0	0	0	0	0	0.22035	0	0	0	0
GGB9523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05969	0	0	0	0	0	0	0
Phocea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00763	0	0	0	0	0	0.00638	0	0	0	0	0
GGB9530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03423	0	0.19386	0	0	0	0	0	0	0	0	0	0	0	0.17503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB42389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00793	0	0	0	4.07166	0	0	0	1.19995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07242	0	0	0	0	0	0	0	0	0	0	0	6.75269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35516	0	0	0	0.93866	0	0	0	0	0	0	0	0.19313	0	0	0	0	0	0	0	0	0	0	0	0.13161	0	0	0	0
GGB9495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21038	0	0	0	0	0	0	0	0	0	0	0	0.05152	0	0.13465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnotalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09066	0	0	0	0	0	0	0.00454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB38987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08707	0	0.02749	0	0	0	0	0	0	0	0	0.00697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB32900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02275	0	0	0	0	0	0	0	0	0	0	0
GGB6648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB38744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06195	0	0	0	0	0	0	0.04798	0	0	0	0	0	0	0	0	0	0	0	0	0.01532	0	0	0	0	0	0	0	0
Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilioclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02979	0	0	0	0	0	0	0	0	0	0	0	0
GGB9561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02803	0	0.04611	0	0	0	0	0	0	0	0	0.13137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98181	0	0	1.67125
GGB2982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00607	0.00128	0	0.00286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0.04349	0	0	0	0	0	0	0	0.05452
GGB9334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB40351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43749	0.07283	0	0	0	0.53613	0	0	4.86354	0	0	0	0	0	0	0	0.15078	0	0.52837	0	15.1282	0	0	0	0	3.359	0	0
GGB105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB33544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36404	0	0	0	0	0	0	0	0	0	0	0	0	0.04902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB41366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB2999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28682	0	0	0	0	0.12231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01717	0	0
GGB3619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22492	0	0	0	0	0	0	0	0	0	0	0	0	0.04121	0	0	0	0.06978	0.04448	0	0	0	0	0	0	0	0	0
GGB74504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB6613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20992	0.18589	0	0	0	0	0	0	0	0	0
GGB4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB5979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB48165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB45495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05825	0	0	0	0	0	0	0.01236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB48168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03265	0	0	0	0	0	0.00835	0	0	0	0	0	0	0	0	0	0.02239	0	0	0	0	0	0	0	0	0	0	0
GGB34231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02894	0	0	0	0	0	0	0	0	0	0	0	0	0.35292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB45491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02377	0	0	0	0	0	0	0	0	0	0	0.02869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB27848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38202	0	0	0	0	0	0	4.82763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26307	0	0	0	0	0	0	0	0
Weissella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09796	0	0.18285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16108	0	0	0	0
Proteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrisporobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB55957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB51441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB6132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75411	0	0
Fenollaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mobiluncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
