Feature ID	Taxon	Confidence
43818a6bbf06f41d51b02b4c8b61c533	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998489027554702
7b77ab097c5668eac91280a00e894b96	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998503994801083
c272602f2b62661f918b5f3df906407c	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997371348784624
43940ea155061825773045fd8d94d7b1	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.999777971491516
899bc762db70d1349c7fab2a13f0bfcd	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997207548332349
d129d22a86e674d423ae48cb7c53d31e	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.999831419482063
910eabbd0b42f5197f938630f4d4e061	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998851532266658
2810a22624732a0267cb89dca61665f0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gauvreauii_group;s__	0.898544161032842
7639d48fef015a76346e0906afb66785	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	0.7466121785267993
c521cfad1ef5a37cd6e96ca0d9907e11	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9994673462184299
6d07ab251cc70d8780a79ecd65e920c8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9994427414299102
84ad0e9441bde5312de7efdba2da33bd	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9310490975445094
734a74815cc3943146da12db639118a8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997352548800316
505b17a15f33945c67fea0344076cbb6	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997442489045602
2899e0f5d9d750cba8fd1fd86c5b5502	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997576940391173
e5e6ef758dd83f105a79d6d5a90da332	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997497725749326
45263bfd4728aa4aabcd8b43b4b16ba9	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998009692290936
82edd7dc9dfa19e733e2e8904b773204	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998010742121265
d9618b114a1d95b329d4542436b0b76c	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997543843860802
0d71682ca75e530ff3d94b2766c2d918	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9985887651104178
ce27066169cac289db6aeecad5bc78c8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9996156007923701
e85493785b1d5fc7c416e781a01290f7	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9996649128349239
6cb3a1fa0d5a3f53e0215719e4f3014d	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9996643575205068
5690a317fb8ade21e14b64ec0d85cdcb	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9996011473260688
9c45971001f2af037795711471f2e30c	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	0.9999542288940305
ef03f111c8c10b64c5c3212aafaa0ace	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997453005172144
60b1de7e26e22cf5f5a68006989cc8f2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__	0.9814161643328022
70c5cef279746426132b4f32a251f355	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	0.999290869268822
dd0142532da265659e9bdc094a740e07	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.7046583283195452
